Datum,Ausgabe,Kategorie,Betrag,Währung,Staat,ISO_3_Stellen,Region,Ortschaft,lat,lon
2024-11-03,Coop,Lebensmittel,64.7,CHF,Schweiz,CHE,Graubünden,Chur,46.854747,9.5264904
2024-11-03,Diesel,Treibstoff,65.0,CHF,Schweiz,CHE,Graubünden,Davos,46.796198,9.8236892
2024-11-03,AD BLUE,Treibstoff,8.0,CHF,Schweiz,CHE,Graubünden,Davos,46.796198,9.8236892
2024-11-04,Kaffee,Gastro,5.77,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-04,Spar,Lebensmittel,22.75,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-04,Bar,Gastro,18.9,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-04,Schüttelbrot,Lebensmittel,9.88,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-04,Pinsa,Gastro,41.86,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-05,Stellplatz,Standkosten,30.6,CHF,Italien,ITA,Trentino-Alto Adige,Meran,46.6695547,11.1594185
2024-11-06,Kaffee,Gastro,5.1,CHF,Italien,ITA,Trentino-Alto Adige,Lajen,46.6092289,11.564263
2024-11-06,Gemüse,Lebensmittel,2.0,CHF,Italien,ITA,Trentino-Alto Adige,Lajen,46.6092289,11.564263
2024-11-06,Stellplatz,Standkosten,9.45,CHF,Italien,ITA,Trentino-Alto Adige,Santa Cristina Gherdeina,46.5590697,11.7154906
2024-11-06,Supermarkt,Lebensmittel,26.65,CHF,Italien,ITA,Trentino-Südtirol,Santa Cristina Valgardena,46.5590697,11.7154906
2024-11-07,Pizza,Gastro,40.15,CHF,Italien,ITA,Veneto,Caprile,46.4378155,11.9953226
2024-11-08,Supermarkt,Lebensmittel,32.1,CHF,Italien,ITA,Veneto,Caprile,46.4378155,11.9953226
2024-11-08,Früchte & Gemüse,Lebensmittel,5.95,CHF,Italien,ITA,Veneto,Caprile,46.4378155,11.9953226
2024-11-08,Kaffee,Gastro,8.6,CHF,Italien,ITA,Veneto,Agordo,46.2821471,12.034981
2024-11-09,Brot & Gipfeli,Lebensmittel,4.81,CHF,Italien,ITA,Friuli-Venezia Giulia,Villa Vicentina,45.8174624,13.3969102
2024-11-09,Maut,Maut,8.2,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-10,Brot,Lebensmittel,6.5,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-10,Bier,Gastro,8.5,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-11,Supermarkt,Lebensmittel,13.48,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-12,Camping,Standkosten,64.89,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-12,Diesel,Treibstoff,32.8,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-12,Supermarkt,Lebensmittel,25.05,CHF,Kroatien,HRV,Istria,Pula,44.8702281,13.8455311
2024-11-13,Diesel,Treibstoff,88.3,CHF,Kroatien,HRV,Zadar,Starigrad-Paklenica,44.2953914,15.4390652
2024-11-14,Autowäsche,Fahrzeugunterhalt,6.5,CHF,Kroatien,HRV,Zadar,Bibinje,44.071152,15.2838133
2024-11-14,Supermarkt,Lebensmittel,66.5,CHF,Kroatien,HRV,Zadar,Zadar,44.1168594,15.2353257
2024-11-16,Kaffee,Gastro,5.0,CHF,Kroatien,HRV,Šibenik-Knin,Primošten,43.5882028,15.9248166
2024-11-16,Supermarkt,Lebensmittel,24.85,CHF,Kroatien,HRV,Šibenik-Knin,Primošten,43.5882028,15.9248166
2024-11-17,Restaurant,Gastro,50.0,CHF,Kroatien,HRV,Šibenik-Knin,Primošten,43.5882028,15.9248166
2024-11-17,Bier,Gastro,10.0,CHF,Kroatien,HRV,Šibenik-Knin,Primošten,43.5882028,15.9248166
2024-11-18,Motoröl,Fahrzeugunterhalt,9.3,CHF,Kroatien,HRV,Šibenik-Knin,Primošten,43.5882028,15.9248166
2024-11-18,"Olivenöl, Oliven, Eier",Lebensmittel,20.0,CHF,Kroatien,HRV,Šibenik-Knin,Šarićevi,43.5741874,15.9646338
2024-11-18,Restaurant,Gastro,50.0,CHF,Kroatien,HRV,Šibenik-Knin,Šarićevi,43.5741874,15.9646338
2024-11-20,Kaffee,Gastro,6.09,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-20,Supermarkt,Lebensmittel,18.14,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-20,Kosmetik Nina,Kosmetik,25.16,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-20,Nahrungsergänzung Ursin,Gesundheit,6.37,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-20,Parkgebühr,Standkosten,0.94,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-20,Supermarkt,Lebensmittel,13.22,CHF,Kroatien,HRV,Split-Dalmatia,Plano,43.5503081,16.2766617
2024-11-20,Čevapi Ursin,Gastro,4.68,CHF,Kroatien,HRV,Split-Dalmatia,Plano,43.5503081,16.2766617
2024-11-21,Kleider waschen,Wäsche,28.2,CHF,Kroatien,HRV,Split-Dalmatia,Trogir,43.5164142,16.2497163
2024-11-21,Kaffee,Gastro,7.5,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-21,Toilette,Service,1.88,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-21,Snacks,Gastro,4.67,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-22,Stellplatz,Standkosten,18.8,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-22,Camping Gas,Haushalt,16.76,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-22,Supermarkt,Lebensmittel,16.79,CHF,Kroatien,HRV,Split-Dalmatia,Split,43.5116383,16.4399659
2024-11-22,Supermarkt,Lebensmittel,31.73,CHF,Kroatien,HRV,Split-Dalmatia,Makarska,43.5065445,16.484895
2024-11-23,Supermarkt,Lebensmittel,5.56,CHF,Kroatien,HRV,Split-Dalmatia,Makarska,43.5065445,16.484895
2024-11-23,Snacks,Gastro,4.1,CHF,Kroatien,HRV,Dubrovnik-Neretva,Dubrovnik,42.6487362,18.0946802
2024-11-23,Negroni,Gastro,20.53,CHF,Kroatien,HRV,Dubrovnik-Neretva,Dubrovnik,42.6487362,18.0946802
2024-11-24,Stellplatz,Standkosten,14.92,CHF,Kroatien,HRV,Dubrovnik-Neretva,Dubrovnik,42.6487362,18.0946802
2024-11-25,Stellplatz,Standkosten,9.32,CHF,Montenegro,MNE,Tivat,Mrčevac,42.4205556,18.7187127
2024-11-25,Supermarkt,Lebensmittel,19.8,CHF,Montenegro,MNE,Bar,Bar,42.0872623,19.1054896
2024-11-25,Diesel,Treibstoff,75.8,CHF,Montenegro,MNE,Ulcinj,Vladimir,42.0050689,19.3052089
2024-11-28,Bier,Gastro,9.32,CHF,Albanien,ALB,Lezhë,Shëngjin,41.8097827,19.5989755
2024-11-28,Bergtee Markt,Lebensmittel,1.9,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-28,Früchte & Gemüse,Lebensmittel,2.57,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-28,Brot,Lebensmittel,0.57,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-28,Supermarkt,Lebensmittel,11.83,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-29,Restaurant,Gastro,19.0,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-30,Schloss,Aktivitäten,4.26,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-30,Supermarkt,Lebensmittel,10.52,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-30,Restaurant,Gastro,23.75,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-30,Camping,Standkosten,42.28,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-11-30,Kleider waschen,Wäsche,1.9,CHF,Albanien,ALB,Durrës,Krujë,41.511251,19.792852
2024-12-01,Parkgebühr,Standkosten,7.6,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Postkarten,Postkarten,1.86,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Snacks,Gastro,3.33,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Granatapfelsaft,Gastro,3.8,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Süssgebäck,Lebensmittel,3.04,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Früchte & Gemüse,Lebensmittel,3.71,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-01,Glühwein,Gastro,15.2,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-02,Kaffee,Gastro,2.85,CHF,Albanien,ALB,Berat,Berat,40.7018636,19.9580758
2024-12-04,Wine Tasting & Abendessen,Gastro,55.9,CHF,Albanien,ALB,Fier,Kolonjë,40.8254518,19.6048673
2024-12-08,Supermarkt,Lebensmittel,53.96,CHF,Albanien,ALB,Fier,Fier,40.7251118,19.5582079
2024-12-08,Brot,Lebensmittel,1.3,CHF,Albanien,ALB,Fier,Fier,40.7251118,19.5582079
2024-12-09,Postkarten,Postkarten,1.4,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-09,Abendessen,Gastro,31.35,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Schloss,Aktivitäten,7.44,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Briefmarken,Postkarten,1.67,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Kaffee,Gastro,3.26,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Süssgebäck,Gastro,6.18,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Camping,Standkosten,13.95,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Brot,Lebensmittel,1.81,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Früchte & Gemüse,Lebensmittel,2.38,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-10,Supermarkt,Lebensmittel,11.74,CHF,Albanien,ALB,Gjirokastër,Gjirokastër,40.0770871,20.1393359
2024-12-11,Parkgebühr,Standkosten,3.8,CHF,Albanien,ALB,Vlorë,Finiq,39.9057546,20.0575582
2024-12-11,Restaurant,Gastro,52.08,CHF,Griechenland,GRC,Epirus,Arta,39.1613205,20.986264
2024-12-12,Diesel,Treibstoff,99.15,CHF,Griechenland,GRC,Epirus,Arta,39.1613205,20.986264
2024-12-12,Kaffee,Gastro,1.95,CHF,Griechenland,GRC,Epirus,Arta,39.1613205,20.986264
2024-12-12,Supermarkt,Lebensmittel,27.21,CHF,Griechenland,GRC,Ionische Inseln,Agios Nikitas,38.7878428,20.6120831
2024-12-18,Supermarkt,Lebensmittel,11.27,CHF,Griechenland,GRC,Ionische Inseln,Athani,38.6639111,20.5699308
2024-12-19,Bäckerei,Lebensmittel,13.87,CHF,Griechenland,GRC,Ionische Inseln,Nydri,38.7069481,20.7098869
2024-12-19,Supermarkt,Lebensmittel,18.68,CHF,Griechenland,GRC,Ionische Inseln,Nydri,38.7069481,20.7098869
2024-12-20,Stellplatz,Standkosten,9.36,CHF,Griechenland,GRC,Ionische Inseln,Nydri,38.7069481,20.7098869
2024-12-20,Bäckerei,Lebensmittel,5.89,CHF,Griechenland,GRC,Ionische Inseln,Nydri,38.7069481,20.7098869
2024-12-20,Kleider waschen,Wäsche,11.23,CHF,Griechenland,GRC,Ionische Inseln,Nydri,38.7069481,20.7098869
2024-12-20,Supermarkt,Lebensmittel,172.49,CHF,Griechenland,GRC,Westgriechenland,Mesolongi,38.3686353,21.4283544
2024-12-20,Fischereibedarf,Hobby,4.77,CHF,Griechenland,GRC,Westgriechenland,Mesolongi,38.3686353,21.4283544
2024-12-20,Camping Gas,Haushalt,20.45,CHF,Griechenland,GRC,Westgriechenland,Mesolongi,38.3686353,21.4283544
2024-12-27,Fähre,Fähre,11.26,CHF,Griechenland,GRC,Westgriechenland,Antirio,38.331031,21.7629194
2024-12-27,Diesel,Treibstoff,67.36,CHF,Griechenland,GRC,Westgriechenland,Patras,38.246242,21.7350847
2024-12-27,Supermarkt,Lebensmittel,167.88,CHF,Griechenland,GRC,Westgriechenland,Aigio,38.2505699,22.0852909
2024-12-27,Restaurant,Gastro,28.51,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-28,Camping,Standkosten,25.81,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-28,Bäckerei,Lebensmittel,2.35,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-28,Supermarkt,Lebensmittel,5.17,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-30,Kaffee,Gastro,6.12,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-30,Kaffeebohnen,Lebensmittel,35.75,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2024-12-30,Supermarkt,Lebensmittel,24.59,CHF,Griechenland,GRC,Westgriechenland,Krathio,38.1587573,22.3430749
2025-01-04,Supermarkt,Lebensmittel,35.3,CHF,Griechenland,GRC,Peloponnes,Archaia Korinthos,37.9054879,22.8792778
